summary,Adventure,Angst,Drama,Family,Friendship,Humor,Hurt_Comfort,Romance
"Rose forgets Bede's name, prompting Bede to be more determined than ever to prove himself. SwSh one shot.",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
A beautiful Shaymin is encountered by a person who has a special heart for pokémon. (Human X Female Feral Pokémon / Poképhilia / WAF),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Welcome to the Shamard Region, a mostly desert Region filled with multiple Pokemons living in harmony with man, but an evil force has risen to send this peaceful lands into chaos. Who will save this region from its destructive? Maybe a pair of children will. (There will be Fakemons) (Inspired by the Pokemon Adventures manga) (Discontinued)",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Leon has a fluffy cape, and Sonia decides to steal it. LionHeartShipping (SoniaxLeon) fluff. First attempt at fluff so sorry if it sucks.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Chloe reflects on her hands and how they, and those of her best friend, have changed over time. Takes place after/during JN52. Vermilionshipping, or GoKoha/Goharu.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sabrina defeat the leader of the Karate Dojo.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"By day, Perry the Popplio is the star battler on Elio's Pokemon team. Also by day, he's Agent P, a secret superspy tasked with foiling the schemes of the evil Dr. Faba. Rated E for everybody.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Drew is the Prince. May is a thief. After meeting each other, what would happen between them? Read to find out! ContestShipping!",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A glimpse into the backstory of Emily David and how she got her starter Klefki told from the perspective of a humble fisherman. One shot companion piece to The Calling of a Trainer; submission for the Inaugural Writing Contest on r/pokemonfanfiction.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A Relaxing day at the beach for Ash and Friends gets interrupted but not in the way anyone might expect,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"The Unova region, the business hub of the Pokemon world and the place where three young adventurers are about to start their journey. The quick thinking Bianca, the know-it-all Cheren and the star of the show, the confident Hilbert. Danger and excitement waits around every corner as everyone learns about Unova's history, but also battle the threat of the liberating Team Plasma.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ash has had enough of failing, of letting everyone down. He has a solution, but no one's gonna like it. . . *TRIGGER WARNING* Suicide Major Character Death *Fixed!",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Leon is looking forward to a night by himself but it turns out Raihan is going to need to stay with him for tonight. And there's only one bed in the Champion's Suite.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"My life has been very difficult. I'll tell you a story, my story to be precise.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"A Story about a corrupt judge, a soldier seeking justice, a beautiful and benevolent performer, and the disfigured bellringer from Lumiose Cathedral. Based on Disney's The Hunchback of Notre Dame",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"A Pokémon Valentine's Day story about Ash returning home from the Galar region; only to find a basket of Pecha berries. But who sent him the berries, and the clues that would lead him to his crush. (Ash x Homika) Pechaberryshipping",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Jasmine and Clair have recently started a romantic relationship, and must now submit themselves to the mortifying ordeal of being known. More specifically, they have to attend the New Year's League party as a couple. There, however, Clair must meet and face her greatest enemies: embarassment, jealousy, Whitney's teasing and a Romantic Compatibility App.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"When a Pokemon Ranger takes time off from her job to have a nice vacation in the sunny and tropical Alola region, she winds up getting a lot more than what she bargained for. Will it still be the best vacation ever? Probably. A slice of paradise mixed with tales of other worlds, coming up!",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"A lonely Eevee is forced to leave home and become a bounty hunter. He misses home dearly, but he tells himself that he must be strong and live this new life. Unfortunately, he quickly begins despising his mentor and his willpower falters. The Glaceon Chapter of Eon Fable by ScytheRider. Written by me and posted with his permission.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
An argument in the woods leads Ash and Pikachu on a wacky body swap adventure to Cerulean City thanks to a mischievous little Mew. There they meet up with an old friend and fan old flames. Can Pikachu show Ash what was so obvious to everyone else? Just a silly and fun Pokeshipping oneshot!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Retelling of Pokemon Black 2/White 2, told from Kyurem's perspective. Rewrite of the oldest fanfic I could recover from my hard drive.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Raboot is fed up with how slow Goh's progressing in the romance department. Meanwhile, Ash Ketchum's as oblivious as always. [FirstFriendShipping]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
I'm trapped without escape. There's no way out. It only remains for me to die. I only have left to die and serve as food for… for those… things. And it all is because of my ingenuousness. But how was I supposed to know?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"After the Fuchsia Tag Tournament, Paul continues to travel across Kanto, seeking to vent his frustration after his loss. His starter Pokémon, for his part, has a rather interesting encounter, when he decides to go out for a night walk. Part of the Pokémon Reset Bloodlines universe, written collaboratively with Shadow Ninja Koopa. Main story knowledge recommended up to Chapter 28",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Ash reminisces about a certain someone...someone that makes him believe Angels do truly exists,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Rule #1 of interplanetary travel: ""One mustn't meddle in the affairs of other worlds."" Terra never fully understood what Master Eraqus meant by that, but he was quite certain he'd broken every aspect of the rule to an irreparable degree, thanks to the pretty maiden he'd spotted by a bench.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sora's final night as a Single man doesn't go Quite as expected as the young Keyblade Master discovers another thing of this world to add to his list of Kryptonite.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Sora and Kairi meet up in the Final World. Kingdom Hearts III Re:Mind spoilers.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
A humble rice farmer's daughter waits longingly for her love every night in the Moonlit Tower. Will Roxas be able to conquer his biggest foe yet to rush to the rescue? Sometimes forbidden love is a gamble.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Contains spoilers for Re:Mind. As they travel the worlds together, Sora helps Kairi fulfill her final wish.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sora is tired of losing to Riku in races. Instead he shifts his target to Kairi. This race should be a piece of cake, right?",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sora has some sort of girl phobia. Kairi was determined to fix it [SOKAI ONESHOT],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Book 2 of KH Re-Imagined: Sora won the battle against darkness but now he must battle against his own memories. New forces wish to invade his mind, those who use darkness and demons alike, will he survive or will he come out a whole new person. Meanwhile Riku struggles to find a new road, one that has led him to a little town called Gravity Falls",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"The feeling of losing the person you love is one guaranteed to shatter your heart. Especially when they put their lives on the line just to keep you safe. All one can do is pray they are alright, wherever they are, and are making their way home - to return to you... One-shot, SoKai. Warning! Contains spoilers for Kingdom Hearts III and Re:Mind!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
It was just a fantasy. Only a fantasy. Only a fantasy worth waking up from for him. KH3 Re:Mind Spoilers. (Yozora Character Study),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Based on the ""Yozora"" secret ending and the ending of the State of Play Kingdom Hearts III Re:Mind Trailer. What if the meeting between Sora and Yozora in the Final World continued into Shibuya? What if Yozora comes across Sora instead of watching over Riku?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"In which Selphie sees Sora come back to the Island, leave, and come back with Aqua and Riku. [KH3]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"We've all heard the phrase: ""Lost in a book"", but who knew it could actually happen. [KH3]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ven was meant to sleep in Sora's heart—not replace it. Now, he's trapped in the child's stolen body, forced to live a lie. The stars are fading fast, and as he grapples with his new identity, he'll find the past is not so easily escaped. Written for the KH Rogue Nebula.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sequel to ReMind and Secret Episode. Sora finds himself in Shibuya and competing in the Reaper's Game. Rated K for dark themes.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Based on the HISHE YouTube series, the original Kingdom Hearts game is a beloved classic but here is a slit of things that could or should have happened. Oneshot.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"An AU where fate and the future are much more fickle, so easy to change that even those with the gazing eyes- the Foretellers can't always predict the future but have every intention to aim it at their chosen path. The struggle to regain one's lost control is hard, especially when it against the darkness. If reaching out, help can be found and some in some very unusual places.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"What if instead of Sora, Kairi was the one to recive a Keyblade first? And what if Sora was the one to turn to darkness, both trying to save a prince of heart? An au that swaps most characters! Edit: Chain of Memories is now released!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"A One shot mini story that involves the development of friendship between Aqua and Vanitas. Takes place after a crucial battle that causes Vanitas to fade. No Ships, just friend-ships! :D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sora's not feeling the holly, jolly warmth of the holidays. That may change with some help. Modern/High School!AU with some little references here or there.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"There are less than 24 hours left before the final showdown between the Guardians of Light and the Seekers of Darkness, and Saïx spends most of them reflecting on how he got to where he is. For the first time, he meets Xion, and through their training and their conversation, he slowly begins to understand what Axel saw in her. Will he have it in him to go through with their plan?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Have you ever imagined Sora and his friends reacting to their third main video game, after they played the entire game? Do you think that maybe they also were playing it? Just like the rest of the fans? There you have an example of how would be it in the most Kingdom Hearts style, alongside some other funny surprise. A little present for all Kingdom Hearts fans. Enjoy it.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
"Post KH3. While struggling to sleep, Terra and Aqua reflect on the day that changed their lives. Not wanting to be alone, they find themselves drawn to one another. Once together, feelings come forth and they feel closer than ever. Spoilers for KH3 and rated T for one 'adult' word. Song fic.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sequel to ReMind. With Sora gone, Riku desperately searches for him.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Reupload of an old fic of mine. An alternate ending to KHIII, where Kairi is conscious when Xehanort summons her to kill her, and so gets to cleverly escape and be a part of the ending. Though this isn't the ""completely happy ending story"", as Sora still disappears in the end (but not via death), because Joshua needs his help, etc. So it's just a temporary goodbye. Canon/AU.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Reupload of an old fic of mine (that I wrote soon after KHIII came out), where Sora and Kairi get a moment together before the gathering of the Seven Lights and he gets to see her new look.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sneak peaks for something I have planned for 2020,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
"Riku gets a sunburn, Sora has a realization, and Kairi does all the work (as usual).",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Kairi accepts a dangerous mission from the King, not realizing she'll have to team up with an old enemy and uncover the mysteries of her past.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"There's something weird about Roxas and Xion. Something involving the guys in the black coats. Hayner, Pence, and Olette decide it's time they got to the bottom of it. (Post KH3. Part 6 of the Seasalt Fam series)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"While it is quite obvious Xion and Axel are keeping something from Roxas, they keep pretending all is fine - much to the boy's worries. What could he possibly have done wrong? One shot, Secret Santa 2019",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Ven has a request for Vanitas: to spend Christmas with his family as his pretend boyfriend. For Vanven week with the prompt ""Warmth"". Continuation of my VanVen holiday AU (part 2).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"When the time comes to buy gifts, Roxas and Naminé do their best to put thought into each other's gifts",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sora and Aqua discuss their similiarities, differences, and help each other deal with the hardships that they've endured over the past few years.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"An alternate retelling of Lea and Isa's tragic backstory as human test subjects, with Isa as Subject X. Immediately following the events of KH3D, Lea trains with Kairi to master the Keyblade and has flashbacks of his childhood. The two become friends, Lea tells her about his life before he joined Organization XIII, and his best friend Isa, who Lea loved.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"When Riku is fatally wounded fighting the Dark One, Sora has but one choice to save him. Fic for Soriku Week 2019, with the prompt ""Curse"".",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
